"","X","item","list","subexpt","integrated","related","n2num","text","animacy","LengthChar.Head","LengthChar.Prep","LengthChar.Adj","LengthChar.Noun","LengthPhon.Head","LengthPhon.Prep","LengthPhon.Adj","LengthPhon.Noun","LengthSylHead","LengthSyll.Prep","LengthSyll.Adj","LengthSyll.Noun","Freq1Mil.Head","FreqMil.Prep","FreqMil.Adj","FreqMil.N1","LogFr.Head","LogFreq.Prep","LogFreq.Adj","LogFreq.N1","RelatedHL","RelatedLH","Integrated","Plausibility","errnd","errd","errcornd","errcord","AssPercent.HL.S","AssPercent.HL.P","LNSing.HS","LNSing.HP","LNPlur.HS","LNPlurP.HP","TotalHead1","HeadToLocNSS.Match1","HeadToLocNSP.Match1","TotalHead2","HeadToLocNSS.Match2","HeadToLocNSP.Match2","TotalLocNS1","LocNS1ToHeadS","LocNS1toHeadP","TotalLocNS2","LocNS2ToHeadS","LocNS2toHeadP","TotalLocNP1","LocNP1ToHeadS","LocNP1toHeadP","TotalLocNP2","LocNP2ToHeadS","LocNP2ToHeadP","all.asso","local.asso","res.int","res.rel","res.asshl","res.rel2"
"64",64,16,5,"SemRel","unint","unrel","plur","The eraser near the novelty pens","I",6,4,7,4,6,3,7,4,3,1,3,1,1,59.14,1.67,2.51,0.3,1.78,0.43,0.55,3.33,5.11,2.58,5,1,1,17,18,0,0,2.5,2.5,2.5,2.5,20,0,0,20,0,0,20,1,1,20,0,0,20,0,0,20,1,1,1.66666666666667,2.5,-0.716244412995443,0.0792833081130895,-0.0970693482538666,-0.74834103921218
"65",65,17,7,"SemRel","integ","rel","plur","The waitress for the impatient diners","A",8,3,9,6,6,3,8,6,2,1,3,2,9.67,6749.25,4.04,0.78,1.03,3.83,0.7,0.25,6.75,5.92,6,5.5,0,0,8,8,5,0,2.5,0,2.5,0,20,2,0,20,0,0,20,0,0,20,1,0,20,0,0,20,1,0,2.5,1.25,0.739348938097566,0.0795041078033174,-0.19941358952788,3.05370804694426
"66",66,17,1,"SemRel","integ","unrel","plur","The waitress for the impatient seniors","A",8,3,9,7,6,3,8,6,2,1,3,2,9.67,6749.25,4.04,2.43,1.03,3.83,0.7,0.54,2.17,1.75,3.08,5.33,0,0,9,9,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,0.45004556148763,-1.09575048147043,0.0239224294352931,-1.52629195305575
"67",67,17,3,"SemRel","unint","rel","plur","The waitress by the impatient diners","A",8,2,9,6,6,2,8,6,2,1,3,2,9.67,1212.84,4.04,0.78,1.03,3.08,0.7,0.25,6.75,5.92,5.17,5.17,0,0,7,7,5,0,2.5,0,2.5,0,20,2,0,20,0,0,20,0,0,20,1,0,20,0,0,20,1,0,2.5,1.25,-0.0906510619024345,1.04729133071523,-0.19941358952788,3.05370804694426
"68",68,17,5,"SemRel","unint","unrel","plur","The waitress by the impatient seniors","A",8,2,9,7,6,2,8,6,2,1,3,2,9.67,1212.84,4.04,2.43,1.03,3.08,0.7,0.54,2.17,1.75,2.67,6.25,0,0,9,11,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,0.0400455614876303,-0.617686913525987,0.0239224294352931,-1.52629195305575
"69",69,18,7,"SemRel","integ","rel","plur","The table for the antique chairs","I",5,3,7,6,5,3,5,5,2,1,2,1,105.2,6749.25,4.35,9.86,2.03,3.83,0.73,1.04,6.5,6.75,6,5.42,1,3,17,20,17.5,2.5,NA,NA,15,5,20,5,1,20,2,0,0,0,0,0,0,0,20,2,2,20,4,0,15,15,0.882945915356848,-0.21164888910884,-0.0412889552710894,1.39560374757759
"70",70,18,1,"SemRel","integ","unrel","plur","The table for the antique lamps","I",5,3,7,5,5,3,5,5,2,1,2,1,105.2,6749.25,4.35,2.06,2.03,3.83,0.73,0.49,5.33,5,4.25,6.42,0,0,19,19,0,0,10,0,2.5,0,20,0,0,20,0,0,20,3,0,20,1,0,40,1,0,40,1,0,3.125,4.16666666666667,-0.195020231069707,0.435980863127376,-0.253313854195919,1.16846179339623
"71",71,18,3,"SemRel","unint","rel","plur","The table by the antique chairs","I",5,2,7,6,5,2,5,5,2,1,2,1,105.2,1212.84,4.35,9.86,2.03,3.08,0.73,1.04,6.5,6.75,5.67,6,2,2,22,23,17.5,2.5,NA,NA,15,5,20,5,1,20,2,0,0,0,0,0,0,0,20,2,2,20,4,0,15,15,0.552945915356848,0.131104149884274,-0.0412889552710894,1.39560374757759
"72",72,18,5,"SemRel","unint","unrel","plur","The table by the antique lamps","I",5,2,7,5,5,2,5,5,2,1,2,1,105.2,1212.84,4.35,2.06,2.03,3.08,0.73,0.49,5.33,5,3.67,6.25,0,0,22,23,0,0,10,0,2.5,0,20,0,0,20,0,0,20,3,0,20,1,0,40,1,0,40,1,0,3.125,4.16666666666667,-0.775020231069707,1.03839529529709,-0.253313854195919,1.16846179339623
"73",73,19,8,"SemRel","integ","rel","plur","The resort with the elongated pools","I",6,4,9,5,6,3,9,4,2,1,4,1,6.65,6749.25,0.31,2.29,0.88,3.83,0.12,0.52,6.25,6.17,4.92,6.17,1,2,12,14,5,0,0,0,0,0,20,1,0,20,1,0,20,0,0,20,0,0,20,0,0,20,0,0,1.66666666666667,1.25,-0.0534571073838697,0.794186460486904,-0.163247881344309,2.36386373184735
"74",74,19,2,"SemRel","integ","unrel","plur","The resort with the elaborate gardens","I",6,4,9,7,6,3,8,6,2,1,4,2,6.65,6749.25,2.98,4.02,0.88,3.83,0.6,0.7,2.38,3.33,4.13,6.5,2,2,17,17,0,0,0,0,0,0,20,0,0,20,0,0,40,0,0,40,0,0,20,0,0,20,0,0,0,0,1.37942410058983,-2.17978189366117,0.0133030928511821,-1.50613626815265
"75",75,19,4,"SemRel","unint","rel","plur","The resort near the elongated pools","I",6,4,9,5,6,3,9,4,2,1,4,1,6.65,59.14,0.31,2.29,0.88,1.78,0.12,0.52,6.25,6.17,3.92,5.75,0,0,13,13,5,0,0,0,0,0,20,1,0,20,1,0,20,0,0,20,0,0,20,0,0,20,0,0,1.66666666666667,1.25,-1.05345710738387,1.92840373371719,-0.163247881344309,2.36386373184735
"76",76,19,6,"SemRel","unint","unrel","plur","The resort near the elaborate gardens","I",6,4,9,7,6,3,8,6,2,1,4,2,6.65,59.14,2.98,4.02,0.88,1.78,0.6,0.7,2.38,3.33,2.92,5.17,0,0,18,18,0,0,0,0,0,0,20,0,0,20,0,0,40,0,0,40,0,0,20,0,0,20,0,0,0,0,0.169424100589833,-0.807378993052529,0.0133030928511821,-1.50613626815265
"77",77,20,8,"SemRel","integ","rel","plur","The hydrant with the bent hoses","I",7,4,5,5,8,3,4,5,2,1,1,2,1,5044.84,1.02,1.08,0.3,3.7,0.31,0.32,6.33,4.27,5.92,3.67,2,2,10,11,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,0.900591859893159,-0.252783275907245,-0.0364976684526357,2.38862603873325
"78",78,20,2,"SemRel","integ","unrel","plur","The hydrant with the bright reflectors","I",7,4,6,10,8,3,4,10,2,1,1,3,1,5044.84,42.31,0.14,0.3,3.7,1.64,0.06,2.08,2,3.83,4.92,0,0,6,8,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,1.25174047330097,-2.09469345950279,0.0126667839550602,-1.86137396126675
"79",79,20,4,"SemRel","unint","rel","plur","The hydrant near the bent hoses","I",7,4,5,5,8,3,4,5,2,1,1,2,1,59.14,1.02,1.08,0.3,1.78,0.31,0.32,6.33,4.27,4.5,4.58,0,0,11,13,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,-0.519408140106841,1.3833351639465,-0.0364976684526357,2.38862603873325
"80",80,20,6,"SemRel","unint","unrel","plur","The hydrant near the bright reflectors","I",7,4,6,10,8,3,4,10,2,1,1,3,1,59.14,42.31,0.14,0.3,1.78,1.64,0.06,2.08,2,2.42,3.83,1,1,12,15,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,-0.158259526699028,-0.470096980493083,0.0126667839550602,-1.86137396126675
"81",81,21,8,"SemRel","integ","rel","plur","The guitar with the faulty strings","I",6,4,7,7,5,3,5,6,2,1,2,1,15.53,5044.84,1.63,8.1,1.22,3.7,0.42,0.96,6.83,6.58,6.83,5.92,0,0,5,6,0,0,0,0,0,0,20,0,3,20,0,2,20,5,0,20,0,0,20,4,0,20,4,0,11.6666666666667,13.75,1.52339790537459,-0.781962998611336,0.433214271418276,0.567711166620038
"82",82,21,2,"SemRel","integ","unrel","plur","The guitar with the faulty pedals","I",6,4,6,6,5,3,5,6,2,1,2,2,15.53,5044.84,1.63,0.75,1.22,3.7,0.42,0.24,3.75,3.13,4.08,2.5,0,0,7,7,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,0.542512665208959,-0.798233560788519,-0.0772121089290216,-0.308661047602796
"83",83,21,4,"SemRel","unint","rel","plur","The guitar near the faulty strings","I",6,4,7,7,5,3,5,6,2,1,2,1,15.53,59.14,1.63,8.1,1.22,1.78,0.42,0.96,6.83,6.58,6.08,4.17,1,1,6,8,0,0,0,0,0,0,20,0,3,20,0,2,20,5,0,20,0,0,20,4,0,20,4,0,11.6666666666667,13.75,0.77339790537459,0.0535995753403409,0.433214271418276,0.567711166620038
"84",84,21,6,"SemRel","unint","unrel","plur","The guitar near the faulty pedals","I",6,4,6,6,5,3,5,6,2,1,2,2,15.53,59.14,1.63,0.75,1.22,1.78,0.42,0.24,3.75,3.13,3.58,3.83,0,1,8,11,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,0.0425126652089594,-0.241191844820734,-0.0772121089290216,-0.308661047602796
"85",85,22,1,"SemRel","integ","rel","plur","The trainer for the confident boxers","A",7,3,9,6,6,3,9,7,2,1,3,2,5.49,6749.25,10.65,1.98,0.81,3.83,1.07,0.47,6.33,6,5.17,5.67,1,1,12,12,0,12.5,12.5,0,20,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,0.150591859893161,0.51710880704958,-0.03366824174492,2.1518353232314
"86",86,22,3,"SemRel","integ","unrel","plur","The trainer for the confident actors","A",7,3,9,6,6,3,9,6,2,1,3,2,5.49,6749.25,10.65,12.59,0.81,3.83,1.07,1.13,4.17,3.86,4.83,5.17,0,0,11,11,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,1.05126974341337,-1.27893592439939,-0.0102770902565336,-0.00816467676860366
"87",87,22,5,"SemRel","unint","rel","plur","The trainer near the confident boxers","A",7,4,9,6,6,3,9,7,2,1,3,2,5.49,59.14,10.65,1.98,0.81,1.78,1.07,0.47,6.33,6,3.92,5,1,1,10,12,0,12.5,12.5,0,20,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,-1.09940814010684,1.85517964731071,-0.03366824174492,2.1518353232314
"88",88,22,7,"SemRel","unint","unrel","plur","The trainer near the confident actors","A",7,4,9,6,6,3,9,6,2,1,3,2,5.49,59.14,10.65,12.59,0.81,1.78,1.07,1.13,4.17,3.86,2.83,6.17,0,0,8,8,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,-0.948730256586634,0.86197742001842,-0.0102770902565336,-0.00816467676860366
"89",89,23,1,"SemRel","integ","rel","plur","The canoe with the weathered oars","I",5,4,9,4,4,3,5,4,2,1,2,1,3.53,5044.84,0.18,1.08,0.66,3.7,0.07,0.32,5.42,6.58,5.67,6,0,0,14,15,0,0,10,0,5,0,20,0,0,20,0,0,20,2,0,20,2,0,20,1,0,20,1,0,4.16666666666667,6.25,1.17328485711695,-0.851820152561514,-0.0237908205956474,1.62243216484089
"90",90,23,3,"SemRel","integ","unrel","plur","The canoe with the weathered flags","I",5,4,9,5,4,3,5,5,2,1,2,1,3.53,5044.84,0.18,3.41,0.66,3.7,0.07,0.64,1.58,1.67,2.67,3.67,0,0,13,14,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,0.378934427819538,-1.12997898411252,0.0177634383833725,-2.21756783515911
"91",91,23,5,"SemRel","unint","rel","plur","The canoe near the weathered oars","I",5,4,9,4,4,3,5,4,2,1,2,1,3.53,59.14,0.18,1.08,0.66,1.78,0.07,0.32,5.42,6.58,4.75,5.58,1,1,13,14,0,0,10,0,5,0,20,0,0,20,0,0,20,2,0,20,2,0,20,1,0,20,1,0,4.16666666666667,6.25,0.253284857116949,0.240477805762844,-0.0237908205956474,1.62243216484089
"92",92,23,7,"SemRel","unint","unrel","plur","The canoe near the weathered flags","I",5,4,9,5,4,3,5,5,2,1,2,1,3.53,59.14,0.18,3.41,0.66,1.78,0.07,0.64,1.58,1.67,2.33,4.67,0,1,11,15,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,0.0389344278195383,-0.726303651688301,0.0177634383833725,-2.21756783515911
"93",93,24,1,"SemRel","integ","rel","plur","The camera with the special lenses","I",6,4,7,6,6,3,6,6,3,1,2,2,56.9,5044.84,148.2,2.27,1.76,3.7,2.17,0.52,6.08,6.5,6.58,6.33,2,2,17,17,2.5,2.5,20,0,12.5,0,20,1,0,20,0,1,20,4,0,20,4,0,20,2,0,20,3,0,10,13.75,1.70418883715244,-1.23268499731374,0.123691100207628,0.912287676487358
"94",94,24,3,"SemRel","integ","unrel","plur","The camera with the special manuals","I",6,4,7,7,6,3,6,8,3,1,2,3,56.9,5044.84,148.2,0.61,1.76,3.7,2.17,0.21,3.92,4,5.42,5.92,2,2,22,23,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,1.78486672067265,-2.19408015810894,-0.0731379787451984,-0.339718474501901
"95",95,24,5,"SemRel","unint","rel","plur","The camera by the special lenses","I",6,2,7,6,6,2,6,6,3,1,2,2,56.9,1212.84,148.2,2.27,1.76,3.08,2.17,0.52,6.08,6.5,5.67,5,1,1,17,17,2.5,2.5,20,0,12.5,0,20,1,0,20,0,1,20,4,0,20,4,0,20,2,0,20,3,0,10,13.75,0.79418883715244,-0.292400166558248,0.123691100207628,0.912287676487358
"96",96,24,7,"SemRel","unint","unrel","plur","The camera by the special manuals","I",6,2,7,7,6,2,6,8,3,1,2,3,56.9,1212.84,148.2,0.61,1.76,3.08,2.17,0.21,3.92,4,2.92,5.5,1,2,15,16,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,-0.715133279327353,0.389119926384174,-0.0731379787451984,-0.339718474501901
"97",97,101,1,"Cat","unint","rel","plur","The fork near the plastic ladles","I",4,4,7,6,4,3,7,6,1,1,2,2,8.8,59.14,18.76,0.2,0.99,1.78,1.3,0.08,4.5,3.08,4,4.67,2,3,21,22,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,0.0317217334311106,0.0594125175053124,-0.217677089980549,0.609237321229854
"98",98,101,3,"Cat","unint","unrel","plur","The fork near the plastic lemons","I",4,4,7,6,4,3,7,6,1,1,2,2,8.8,59.14,18.76,1.65,0.99,1.78,1.3,0.42,1.58,1.58,2.58,3.88,3,3,21,22,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,0.288934427819538,-1.26726905811513,0.111620203599481,-2.31076267877015
"99",99,102,1,"Cat","unint","rel","plur","The magazine under the tattered novels","I",8,5,8,6,7,5,6,6,3,2,2,2,33.14,235.35,0.24,3.18,1.53,2.37,0.09,0.62,4.5,4.92,4,5.83,2,2,21,21,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,0.0317217334311097,0.139428710196682,-0.0879643373350224,0.618045668644862
"100",100,102,3,"Cat","unint","unrel","plur","The magazine under the tattered necklaces","I",8,5,8,9,7,5,6,8,3,2,2,2,33.14,235.35,0.24,0.78,1.53,2.37,0.09,0.25,1.42,1.33,2.5,4.08,4,4,14,16,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,0.300836493265479,-1.20582321964831,0.0595589611548532,-2.46195433135514
"101",101,103,1,"Cat","unint","rel","plur","The robin by the frightened chickens","A",5,2,10,8,5,3,8,7,2,1,2,2,1.71,1212.84,15.92,10.24,0.43,3.08,1.23,1.05,4.25,4.17,2.33,4.33,0,0,10,10,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,-1.49468128930961,1.40986578543464,-0.209865425089495,0.0113480144360629
"102",102,103,3,"Cat","unint","unrel","plur","The robin by the frightened chipmunks","A",5,2,10,9,5,3,8,9,2,1,2,2,1.71,1212.84,15.92,0.24,0.43,3.08,1.23,0.09,3.42,2.83,3.08,4.67,0,0,5,7,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,-0.267939324808785,-0.210328705296921,-0.106593776186316,-0.818651985563937
"103",103,104,1,"Cat","unint","rel","plur","The knife beside the heavy clubs","I",5,6,5,5,4,6,4,5,1,2,2,1,46.55,14.96,47.04,10.41,1.68,1.2,1.68,1.06,2.5,2.92,3,4.42,0,0,20,21,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,0.180497551505376,-0.92777715292616,0.00780766908694677,-1.63374288912279
"104",104,104,3,"Cat","unint","unrel","plur","The knife beside the heavy cans","I",5,6,5,4,4,6,4,4,1,2,2,1,46.55,14.96,47.04,7.37,1.68,1.2,1.68,0.92,1.58,2.17,2.08,4.42,0,0,20,20,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,-0.211065572180462,-0.84573064453538,0.0176693594631601,-2.55374288912279
"105",105,105,1,"Cat","unint","rel","plur","The elephant beside the lazy tigers","A",8,6,4,6,7,6,4,7,3,2,2,2,11.31,14.96,11.57,4.31,1.09,1.2,1.1,0.73,4.33,4,3.08,4.46,1,1,16,18,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,-0.790632322032577,0.954566023137842,-0.02004419667821,0.44471795703178
"106",106,105,3,"Cat","unint","unrel","plur","The elephant beside the lazy turtles","A",8,6,4,7,7,6,4,7,3,2,2,2,11.31,14.96,11.57,3,1.09,1.2,1.1,0.6,3.58,3.42,2.92,4.17,0,0,16,16,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,-0.519841390254728,0.385716149873355,-0.00862838877185602,-0.30528204296822
"107",107,106,1,"Cat","unint","rel","plur","The monastery near the ancient chapels","I",9,4,7,7,9,3,7,7,4,1,2,2,3.69,59.14,21.61,0.22,0.67,1.78,1.35,0.08,5.33,6.5,3.25,5.78,1,2,17,18,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,-1.19502023106971,1.84718166969572,-0.187639639598851,1.43007843533964
"108",108,106,3,"Cat","unint","unrel","plur","The monastery near the ancient castles","I",9,4,7,7,9,3,7,6,4,1,2,2,3.69,59.14,21.61,0.88,0.67,1.78,1.35,0.27,3,3.67,4.25,6.04,1,1,21,22,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,1.14330359698681,-1.64269437353474,-0.026694783032313,-0.899921564660355
"109",109,107,2,"Cat","unint","rel","plur","The rake beside the muddy gloves","I",4,6,5,6,3,6,4,5,1,2,2,1,1.18,14.96,2.98,16.2,0.34,1.2,0.6,1.24,2.67,3.33,3.42,5.96,0,0,20,21,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,0.502851606969063,-0.902534695841429,-0.0110079024435655,-0.751608626134083
"110",110,107,4,"Cat","unint","unrel","plur","The rake beside the muddy graves","I",4,6,5,6,3,6,4,5,1,2,2,1,1.18,14.96,2.98,5.57,0.34,1.2,0.6,0.82,2.5,1.75,2.75,5.08,0,0,18,18,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,-0.0695024484946245,-0.270616833076397,0.00786795665845907,-0.921608626134083
"111",111,108,2,"Cat","unint","rel","plur","The shovel near the cracked buckets","I",6,4,7,7,5,3,5,6,2,1,1,2,6.06,59.14,1.25,2.78,0.85,1.78,0.35,0.58,3.58,4.58,3.42,5.63,1,1,28,29,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,-0.0198413902547281,-0.000749810503898107,-0.00537935809313322,-0.22961442163933
"112",112,108,4,"Cat","unint","unrel","plur","The shovel near the cracked boulders","I",6,4,7,8,5,3,5,7,2,1,1,2,6.06,59.14,1.25,0.39,0.85,1.78,0.35,0.14,2.83,1.5,3.58,4.96,1,1,25,27,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,0.570949541523122,-0.941799822396775,0.00377892227557658,-0.97961442163933
"113",113,109,2,"Cat","unint","rel","plur","The spider by the aggressive bees","A ",6,2,10,4,7,3,7,3,2,1,3,1,10.08,1212.84,7.94,5.27,1.04,3.08,0.95,0.8,4.75,4.83,3,4.63,1,1,12,12,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,-1.11187524382817,1.36879014968049,-0.0227094957175476,0.858694663791669
"114",114,109,4,"Cat","unint","unrel","plur","The spider by the aggressive bears","A ",6,2,10,5,7,3,7,4,2,1,3,1,10.08,1212.84,7.94,9.24,1.04,3.08,0.95,1.01,2.25,2.5,1.58,3.54,0,0,15,16,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,-1.09590547123534,0.435325819258479,0.0112003647547268,-1.64130533620833
"115",115,110,2,"Cat","unint","rel","plur","The kayak beside the large ferries","I",5,6,5,7,5,6,5,5,2,2,1,2,0.51,14.96,38.49,0.12,0.18,1.2,1.6,0.05,4.25,4,2.33,4.54,3,3,14,16,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,-1.49468128930961,1.98133140086681,-0.323540367271806,0.942523750787742
"116",116,110,4,"Cat","unint","unrel","plur","The kayak beside the large flagpoles","I",5,6,5,9,5,6,5,8,2,2,1,2,0.51,14.96,38.49,0.06,0.18,1.2,1.6,0.02,1.33,1.5,2.25,4.04,0,0,17,18,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,0.102531405078821,-0.842932169190793,0.229516679731707,-1.97747624921226
"117",117,111,2,"Cat","unint","rel","plur","The treasurer beside the eager senators","A",9,6,5,8,8,6,4,8,3,2,2,3,1.12,14.96,6.82,2.41,0.33,1.2,0.89,0.53,4,3.92,3.17,4.74,0,0,8,9,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,-0.511084312050322,0.455339705093529,-0.0195307373563156,0.0356622332553265
"118",118,111,4,"Cat","unint","unrel","plur","The treasurer beside the eager supporters","A",9,6,5,10,8,6,4,9,3,2,2,3,1.12,14.96,6.82,1.04,0.33,1.2,0.89,0.31,2.42,3.42,2.58,4.67,0,0,3,4,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,-0.193551415771652,-0.469267640453945,0.00927047112265605,-1.54433776674467
"119",119,112,2,"Cat","unint","rel","plur","The horse beyond the young rabbits","A",5,6,5,7,4,5,3,6,1,2,1,2,92.06,38.25,233.1,6.45,1.97,1.59,2.37,0.87,3.83,3.58,2.92,4.61,0,0,18,18,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,-0.663438367514011,0.587259644782012,-0.0296915461148296,0.1035823162397
"120",120,112,4,"Cat","unint","unrel","plur","The horse beyond the young ravens","A",5,6,5,6,4,5,3,6,1,2,1,2,92.06,38.25,233.1,1.75,1.97,1.59,2.37,0.44,2.83,2.33,2.25,3.78,2,2,11,12,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,-0.759050458476878,0.336285760267952,-0.00148874724354028,-0.8964176837603
"121",121,113,3,"Cat","unint","rel","plur","The butterfly by the lively hornets","A",9,2,6,7,9,3,6,7,3,1,2,2,4.94,1212.84,4.06,0.49,0.77,3.08,0.7,0.17,4.58,4.58,2.75,4.71,0,0,11,12,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,-1.26422929929186,1.23918909907191,-0.0703203981775796,0.359630574968154
"122",122,113,1,"Cat","unint","unrel","plur","The butterfly by the lively hamsters","A",9,2,6,8,9,3,6,8,3,1,2,2,4.94,1212.84,4.06,0.39,0.77,3.08,0.7,0.14,2.33,2.75,2.42,3.71,2,2,13,13,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,-0.301856503958311,-0.668497489661292,0.0142105913692025,-1.89036942503185
"123",123,114,3,"Cat","unint","rel","plur","The tent near the spooky cabins","I",4,4,6,6,4,3,5,6,1,1,2,2,17.39,59.14,4.71,0.96,1.26,1.78,0.76,0.29,5.42,5,3.58,5.58,0,0,21,21,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,-0.916715142883051,1.51326577326546,-0.0200178965525808,1.25915229129671
"124",124,114,1,"Cat","unint","unrel","plur","The tent near the spooky caverns","I",4,4,6,7,4,3,5,7,1,1,2,2,17.39,59.14,4.71,0.27,1.26,1.78,0.76,0.11,2.33,2.33,2.67,4.83,0,0,22,23,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,-0.0518565039583119,-0.53490036807258,0.0094268937357289,-1.83084770870329
"125",125,115,3,"Cat","unint","rel","plur","The spatula by the greasy strainers","I",7,2,6,9,8,3,5,8,3,1,2,2,0.71,1212.84,3.88,0,0.23,3.08,0.69,0,4.25,3.92,2.92,5.71,3,3,17,19,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,-0.904681289309607,1.13171670015098,-0.0624276463750559,0.321752443704208
"126",126,115,1,"Cat","unint","unrel","plur","The spatula by the greasy sandwiches","I",7,2,6,10,8,3,5,10,3,1,2,3,0.71,1212.84,3.88,9.61,0.23,3.08,0.69,1.03,2.75,2.67,3.67,5.96,2,2,22,22,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,0.706900574246092,-1.23417399841646,-0.00221078962673234,-1.17824755629579
"127",127,116,3,"Cat","unint","rel","plur","The kiwi beside the fake peaches","I",4,6,4,7,4,6,3,6,2,2,1,2,0.76,14.96,29.22,4.02,0.25,1.2,1.48,0.7,4.42,4.75,2.67,4.57,2,3,17,19,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,-1.25232723384592,1.07799888977396,-0.234890739973498,0.34165896078782
